part_type	order_year	order_quarter	num_orders	price_stddev
STANDARD POLISHED STEEL	1997	2	122	86676.5928
STANDARD POLISHED STEEL	1997	3	127	91079.3937
STANDARD POLISHED STEEL	1997	4	123	79562.3405
STANDARD POLISHED STEEL	1998	1	108	86225.6075
STANDARD POLISHED STEEL	1998	2	94	88786.4743
STANDARD POLISHED STEEL	1998	3	62	77251.152
STANDARD POLISHED TIN	1993	3	805	81572.7239
STANDARD POLISHED TIN	1993	4	666	80609.198
STANDARD POLISHED TIN	1996	4	16	92720.9765
STANDARD POLISHED TIN	1997	1	60	89769.5339
STANDARD POLISHED TIN	1997	2	51	80013.3551
STANDARD POLISHED TIN	1997	3	78	73942.5828
STANDARD POLISHED TIN	1997	4	62	83630.1001
STANDARD POLISHED TIN	1998	1	89	78855.928
STANDARD POLISHED TIN	1998	2	50	73144.1447
STANDARD POLISHED TIN	1998	3	29	77429.6859
